,ID,C_Environment,C_Condition,C_Cycle,C_Trial,C_QuestionNum,C_Question,C_Answer,C_AssignedWait,C_Response,C_QPresent,C_StartRT,C_WaitStart,C_WaitTime,C_TrialLength,C_CycleLength,C_Jitter,C_AverageWait,MC_Correct
2455,20,1,2,4,70,511,What is the deepest point of the Mariana Trench?,Challenger Deep ,13.316,W,11.679,1.937,2.469,13.319,19.801,600.9882364,1.548756017,9.967954545,0
2456,20,1,2,4,71,47,Bauxite ore is mined so it can be processed into what metal?,Aluminum,18.358,W,33.069,2.747,3.271,18.361,25.642,600.9882364,1.584027009,9.967954545,0
2457,20,1,2,4,72,731,What was the first American novel to sell one million copies? ,Uncle Tom's Cabin ,9.012,W,60.333,7.811,8.342,9.015,21.369,600.9882364,1.768967816,9.967954545,0
2458,20,1,2,4,73,34,Alan Shepard was scheduled to command the ill-fated Apollo 13 before switching missions with what astronaut?,Jim Lovell,5.281,NA,83.508,NA,NA,NA,NA,600.9882364,3.880942289,9.967954545,NA
2459,20,1,2,4,74,739,What was the first song ever performed in outer space? ,Happy Birthday,13.522,W,98.458,9.158,9.694,13.525,27.226,600.9882364,2.684696274,9.967954545,1
2460,20,1,2,4,75,812,Where did the Beagle 2 crash and disappear on Christmas Day 2003?  ,Mars,16.458,NA,128.407,NA,NA,NA,NA,600.9882364,1.687176016,9.967954545,NA
2461,20,1,2,4,76,187,Ninety percent of the world's true cinnamon comes from what island nation? ,Sri Lanka,3.642,NA,141.172,NA,NA,NA,NA,600.9882364,1.767768468,9.967954545,NA
2462,20,1,2,4,77,893,Which space shuttle is named for the ship on which Robert Scott first sailed to Antarctica? ,The Discovery,16.179,NA,154.002,NA,NA,NA,NA,600.9882364,1.946292664,9.967954545,NA
2463,20,1,2,4,78,460,What game show host took his stage name from the college in his West Virginia hometown? ,Peter Marshall,1.498,W,167.034,0.478,1.001,1.501,6.52,600.9882364,3.141682031,9.967954545,0
2464,20,1,2,4,79,745,What was the most expensive drawing ever sold?  ,Danseuse au Repos by Edgar Degas,9.536,W,176.727,1.769,2.304,9.539,15.847,600.9882364,2.526923372,9.967954545,0
2465,20,1,2,4,80,18,About half of the population of what Pacific island has the surname Christian?,Pitcairn Island,13.522,W,195.131,5.301,5.823,13.525,23.356,600.9882364,2.557238877,9.967954545,0
2466,20,1,2,4,81,436,"What event was won by the same team the first twenty-five times it was held, from 1851 to 1983?  ",The America's Cup ,3.339,W,221.077,5.035,5.573,3.342,12.927,600.9882364,1.966604895,9.967954545,0
2467,20,1,2,4,82,497,What is an esker? ,A glacial ridge,18.662,W,236.01,2.366,2.903,18.665,25.575,600.9882364,1.996418984,9.967954545,0
2468,20,1,2,4,83,237,"The average male spends 2,965 hours doing what over the course of his lifetime?",Shaving,10.916,W,263.624,3.72,4.255,10.919,19.184,600.9882364,3.281723351,9.967954545,1
2469,20,1,2,4,84,816,Where is Jacques Plante's name misspelled five of the six times it appears? ,The Stanley Cup ,7.446,NA,286.282,NA,NA,NA,NA,600.9882364,1.874800404,9.967954545,NA
2470,20,1,2,4,85,966,Who was the only British Prime Minister to have been assassinated? ,Spencer Perceval ,10.89,NA,299.213,NA,NA,NA,NA,600.9882364,3.712112009,9.967954545,NA
2471,20,1,2,4,86,852,Which Constitutional Amendment deals with poll taxes? ,Twenty-fourth ,1.164,W,313.978,6.509,7.041,1.167,12.228,600.9882364,3.137592506,9.967954545,0
2472,20,1,2,4,87,298,"Until 1790, what was known as Jenkins Hill? ",Capitol Hill,10.055,W,329.379,2.509,3.037,10.058,17.098,600.9882364,2.011537304,9.967954545,0
2473,20,1,2,4,88,87,Har Gobind Khorana won the 1968 Nobel Prize for Medicine for research into what?,Genetics,17.035,W,348.534,6.17,6.707,17.038,27.759,600.9882364,3.412139594,9.967954545,0
2474,20,1,2,4,89,900,Which U.S. state's leading public university is the only one not to be named for the state?  ,New Jersey's Rutgers,7.922,NA,379.735,NA,NA,NA,NA,600.9882364,1.177819858,9.967954545,NA
2475,20,1,2,4,90,208,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",The I Ching,17.872,W,391.982,3.418,3.954,17.875,25.84,600.9882364,3.556486335,9.967954545,0
2476,20,1,2,4,91,925,Who invented condensed milk in 1856? ,"Gail Borden, Jr. ",4.793,NA,421.414,NA,NA,NA,NA,600.9882364,2.628837374,9.967954545,NA
2477,20,1,2,4,92,286,"The world's largest church is Our Lady of Peace Basilica in Yamoussoukro, what nation's capital?",Ivory Coast's ,12.679,W,435.096,2.296,2.82,12.682,19.517,600.9882364,2.428362225,9.967954545,0
2478,20,1,2,4,93,264,The Linke Scale is used to measure the blueness of what?,The sky,10.859,W,457.087,3.672,4.204,10.862,19.084,600.9882364,2.670045703,9.967954545,1
2479,20,1,2,4,94,931,Who is pictured on a US Purple Heart medal? ,George Washington,18.249,W,478.878,4.522,5.056,18.252,27.326,600.9882364,2.91486108,9.967954545,1
2480,20,1,2,4,95,850,Which chess piece was originally called 'the elephant'? ,The bishop,3.149,W,509.161,2.703,3.237,3.152,10.408,600.9882364,3.910746712,9.967954545,1
2481,20,1,2,4,96,710,What U.S. state's civil law is most closely based on the Napoleonic Code?  ,Louisiana's,7.168,W,523.51,5.722,6.257,7.171,17.434,600.9882364,1.505017298,9.967954545,0
2482,20,1,2,4,97,289,"Thimpu, the capital of Bhutan, is known for being the only world capital without any what?",Traffic lights,17.446,NA,542.482,NA,NA,NA,NA,600.9882364,2.541306246,9.967954545,NA
2483,20,1,2,4,98,552,"What is unusual about the ""in God We Trust"" Motto on the U.S. Mint's recent presidential dollar coins?",It's stamped on the coin's edge,12.987,NA,556.095,NA,NA,NA,NA,600.9882364,3.94061296,9.967954545,NA
2484,20,1,2,4,99,432,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,Geyser,3.102,W,571.096,9.528,10.061,3.104,17.182,600.9882364,1.019784123,9.967954545,0
2485,20,1,2,4,100,500,"What is called the ""bark lion sentinel dog"" in its native Tibet?  ",Lhasa Apso,5.073,W,589.333,2.027,2.553,5.076,11.643,600.9882364,3.076253757,9.967954545,0
2486,19,1,1,1,1,748,What was the name of the plane Buddy Holly died in?  ,American Pie,8.556,W,0.038,5.379,5.906,8.565,18.483,601.7755533,3.270427378,8.635903226,1
2487,19,1,1,1,2,79,"For his tenacity, 19th century biologist Thomas Huxley was nicknamed whose ""bulldog""?",Darwin's,2.909,NA,21.827,NA,NA,NA,NA,601.7755533,1.174977947,8.635903226,NA
2488,19,1,1,1,3,581,What Manhattan intersection was America's first traffic circle?,Columbus Circle ,15.191,W,34.058,3.287,3.821,15.195,23.021,601.7755533,3.954586509,8.635903226,1
2489,19,1,1,1,4,498,What is an osier?,A willow twig ,9.505,S,61.071,4.048,4.571,0.925,6.008,601.7755533,3.582471034,8.635903226,NA
2490,19,1,1,1,5,836,Which animals are born pregnant and can give birth 10 days after being born themselves?  ,Aphids,16.314,W,70.715,3.692,4.22,16.317,24.556,601.7755533,1.271788301,8.635903226,0
2491,19,1,1,1,6,486,"What invention should have made Ts'ai Lun, a second-century inventor, a household name? ",Paper,8.694,W,96.578,5.927,6.457,8.699,19.167,601.7755533,1.314210927,8.635903226,1
2492,19,1,1,1,7,745,What was the most expensive drawing ever sold?  ,Danseuse au Repos by Edgar Degas,4.858,W,117.1,3.26,3.787,4.862,12.661,601.7755533,1.04249531,8.635903226,0
2493,19,1,1,1,8,576,"What late American's son, Rich, said in 2005, ""My father's name is synonymous with the word 'asterisk'?",Roger Maris,10.56,W,130.848,5.079,5.606,10.563,20.185,601.7755533,3.110697748,8.635903226,0
2494,19,1,1,1,9,932,Who is Rashida Jones's famous mother?,Peggy Lipton ,4.752,W,154.174,4.105,4.638,4.755,13.411,601.7755533,1.071175529,8.635903226,0
2495,19,1,1,1,10,985,"Whose doghouse apparently contains a basement, a pool table, an Andrew Wyeth painting, and a Jacuzzi?",Snoopy's,10.584,W,168.69,6.413,6.941,10.587,21.537,601.7755533,1.823268105,8.635903226,1
2496,19,1,1,1,11,969,Who was the only U.S. president to also hold a patent for an invention?,Abraham Lincoln,6.815,W,192.083,3.548,4.071,6.818,14.896,601.7755533,2.774585601,8.635903226,1
2497,19,1,1,1,12,18,About half of the population of what Pacific island has the surname Christian?,Pitcairn Island,17.809,W,209.785,4.374,4.906,17.812,26.726,601.7755533,1.402346974,8.635903226,0
2498,19,1,1,1,13,20,"According to Norse sagas, who gave Greenland its misleading name in order to attract settlers? ",Eric the Red,5.213,W,237.949,5.882,6.408,5.216,15.63,601.7755533,1.017254284,8.635903226,0
2499,19,1,1,1,14,801,What's the only title shared by Oscar-nominated Best Picture and Oscar-nominated best Documentary feature?,Spellbound,15.347,W,254.635,6.044,6.574,15.35,25.942,601.7755533,1.461373754,8.635903226,0
2500,19,1,1,1,15,942,"Who performs the guest guitar solo on Michael Jackson's ""Beat It""?  ",Eddie Van Halen,4.745,S,282.064,4.631,5.156,1.94,7.609,601.7755533,1.011559131,8.635903226,NA
2501,19,1,1,1,16,552,"What is unusual about the ""in God We Trust"" Motto on the U.S. Mint's recent presidential dollar coins?",It's stamped on the coin's edge,10.945,S,290.725,5.435,5.973,2.278,8.759,601.7755533,1.319246285,8.635903226,NA
2502,19,1,1,1,17,814,Where in the body would you find chyme secreted? ,The stomach ,12.21,W,300.835,1.076,1.603,12.214,17.833,601.7755533,3.972354861,8.635903226,1
2503,19,1,1,1,18,231,The Admiral is which type of insect? ,Butterfly,15.413,W,322.676,4.627,5.156,15.416,24.591,601.7755533,1.518000097,8.635903226,1
2504,19,1,1,1,19,67,"Deuteranopia, or Daltonism, is one of the most common varieties of what condition?",Color blindness,5.542,W,348.822,6.297,6.824,5.545,16.381,601.7755533,2.662840847,8.635903226,1
2505,19,1,1,1,20,298,"Until 1790, what was known as Jenkins Hill? ",Capitol Hill,2.327,W,367.91,4.457,4.989,2.33,11.326,601.7755533,1.659048472,8.635903226,1
2506,19,1,1,1,21,253,The first suburban shopping center in the U.S. was established in what city?,Kansas City ,1.807,W,380.924,3.755,4.288,1.81,10.107,601.7755533,1.034265469,8.635903226,1
2507,19,1,1,1,22,585,What metal was found in Nevada's famed Comstock Lode?  ,Silver,17.701,W,392.103,2.728,3.254,17.704,24.974,601.7755533,1.977144172,8.635903226,1
2508,19,1,1,1,23,927,Who is Jason Schwartzman's famous mother?  ,Talia Shire ,13.554,W,419.083,2.804,3.336,13.557,20.902,601.7755533,1.655114239,8.635903226,0
2509,19,1,1,1,24,227,"The ""Mohorovicic discontinuity"" divides what two outer layers of the earth?",The crust and the mantle,7.59,S,441.674,5.629,6.157,2.296,8.961,601.7755533,1.226945498,8.635903226,NA
2510,19,1,1,1,25,731,What was the first American novel to sell one million copies? ,Uncle Tom's Cabin ,14.335,S,451.885,4.394,4.923,6.951,12.382,601.7755533,1.420514766,8.635903226,NA
2511,19,1,1,1,26,633,What president was shot while walking to California Governor Jerry Brown's office?  ,Gerald Ford ,17.866,W,465.734,6.321,6.858,17.869,28.745,601.7755533,1.050883661,8.635903226,0
2512,19,1,1,1,27,901,What was the only one of his sculptures that Michelangelo signed?  ,The Pieta,3.182,W,495.567,4.824,5.357,3.185,12.56,601.7755533,3.341517299,8.635903226,0
2513,19,1,1,1,28,895,Which state has the zip code 12345?,New York,8.601,W,511.501,3.266,3.805,8.604,16.414,601.7755533,3.578877322,8.635903226,1
2514,19,1,1,1,29,747,What was the name of the American actress who was first to appear on a postage stamp?  ,Grace Kelly ,10.943,W,531.523,4.316,4.839,10.946,19.801,601.7755533,1.506640862,8.635903226,0
2515,19,1,1,1,30,917,Who did Pope Gregory VII leave in the snow outside of his castle gates for three full days?  ,Holy Roman Emperor Henry IV ,7.191,S,552.863,4.344,4.872,2.512,7.893,601.7755533,3.066943137,8.635903226,NA
2516,19,1,1,1,31,831,Which animal was named for what was wrongly thought to be its country of origin? ,Turkey,14.575,W,563.859,3.316,3.854,14.578,22.438,601.7755533,3.206594978,8.635903226,1
2517,19,1,1,1,32,69,"During which war was ""The African Queen"" set?",World War I,2.311,W,589.538,5.381,5.906,2.314,12.226,601.7755533,2.924170102,8.635903226,1
2518,19,2,1,2,33,595,What name is given to an eagle's nest?   ,Aerie,10.913,W,0.023,2.481,3.003,10.917,17.932,608.5246607,2.245164151,12.38865385,1
2519,19,2,1,2,34,190,"Of all the countries named for a person, which country is named for the person who lived most recently?",Bolivia,24.139,S,20.246,5.89,6.424,3.858,10.796,608.5246607,1.219310788,12.38865385,NA
2520,19,2,1,2,35,853,Which Constitutional Amendment deals with income tax? ,Sixteenth,1.159,S,32.309,2.427,2.953,0.769,4.238,608.5246607,1.509234692,12.38865385,NA
2521,19,2,1,2,36,620,"What pet bird takes its name from Australian Aborigine words for ""good eating""?",The budgerigar,3.881,W,38.082,1.278,1.803,3.884,9.708,608.5246607,1.669610752,12.38865385,0
2522,19,2,1,2,37,698,What element is combined with oxygen to make up the mineral quartz?,Silicon,0.54,W,49.495,3.411,3.938,0.544,8.489,608.5246607,2.835818424,12.38865385,1
2523,19,2,1,2,38,600,What nation is home to the only tunnel in the world longer than the Chunnel?  ,Japan ,8.338,W,60.857,5.935,6.457,8.34,18.817,608.5246607,3.656191593,12.38865385,1
2524,19,2,1,2,39,117,"in 1908, New York City passed the Sullivan Ordinance which made it illegal for women to do what in public?",Smoke,5.839,W,83.366,4.25,4.788,5.842,14.645,608.5246607,2.600374738,12.38865385,1
2525,19,2,1,2,40,114,"In 1849, Walter Hunt received a patent for turning a single piece of wire into what?",A paper clip,50.192,W,100.651,4.101,4.638,50.195,58.845,608.5246607,1.161457402,12.38865385,1
2526,19,2,1,2,41,728,What was the 11th-century Spanish military leader Rodrigo Diaz de Vivar better known as?  ,El Cid ,6.195,S,160.7,6.116,6.641,2.74,9.896,608.5246607,1.46829311,12.38865385,NA
2527,19,2,1,2,42,504,What is measured in becquerels? ,Radioactivity,15.148,W,172.113,2.655,3.188,15.153,22.355,608.5246607,3.909222534,12.38865385,1
2528,19,2,1,2,43,826,Which animal can go longer without water than a camel can? ,Rat,42.429,W,198.409,4.847,5.373,42.431,51.82,608.5246607,3.443212971,12.38865385,1
2529,19,2,1,2,44,411,What did popular author J.D. Salinger reveal the first two intials in his name to stand for?  ,Juvenile deliquent,0.707,W,253.704,5.192,5.723,0.71,10.441,608.5246607,2.713233173,12.38865385,1
2530,19,2,1,2,45,671,"What sport used the term ""home run"" long before baseball?  ",Cricket,2.443,W,266.901,4.163,4.689,2.446,11.143,608.5246607,1.124188098,12.38865385,1
2531,19,2,1,2,46,829,"Which animal has tubular shaped eyeballs, which therefore cannot move?  ",Owl,7.932,W,279.198,3.618,4.154,7.935,16.097,608.5246607,1.046589955,12.38865385,1
2532,19,2,1,2,47,158,"In what layer of the Earth's atmosphere is Antarctica's famed ""ozone hole""? ",Stratosphere,29.411,W,296.383,5.264,5.789,29.414,39.224,608.5246607,2.805602583,12.38865385,1
2533,19,2,1,2,48,765,What were the first modern Olympic pole vaulters' poles made of? ,Bamboo ,1.354,W,338.447,4.857,5.389,1.357,10.758,608.5246607,1.115755001,12.38865385,1
2534,19,2,1,2,49,223,"Student protests in which capital city inspired John Lennon's song  ""Revolution""? ",Paris,38.225,W,350.36,5.736,6.273,38.227,48.517,608.5246607,2.81190412,12.38865385,1
2535,19,2,1,2,50,317,What album spent a record 741 weeks on Billboard's Top 200 Albums chart? ,Dark Side of the Moon,0.106,W,401.733,6.314,6.84,0.109,10.958,608.5246607,3.213248326,12.38865385,1
2536,19,2,1,2,51,571,"What kind of information resource takes its name from a Hawaiian word for ""quick""? ",A wiki,10.059,S,415.949,8.419,8.943,5.66,15.117,608.5246607,1.725706977,12.38865385,NA
2537,19,2,1,2,52,47,Bauxite ore is mined so it can be processed into what metal?,Aluminum,2.686,W,432.834,3.718,4.255,2.689,10.959,608.5246607,2.121210343,12.38865385,1
2538,19,2,1,2,53,221,"Starfish belong to what animal phylum, whose name means ""spiny skin""? ",Echinoderms,2.381,W,445.949,5.475,6.006,2.384,12.409,608.5246607,3.25143392,12.38865385,0
2539,19,2,1,2,54,464,"What grape, used to make a popular California wine, is called Primitivo in Europe?  ",Zinfindel,2.069,W,461.65,5.166,5.689,2.072,11.776,608.5246607,1.607399496,12.38865385,0
2540,19,2,1,2,55,649,"What road, which names a 2002 film, divides Wayne County from affluent Oakland and Maycomb Counties?",8 Mile Road ,34.077,W,475.063,5.361,5.89,34.08,43.979,608.5246607,2.426474301,12.38865385,1
2541,19,2,1,2,56,819,Where is the only royal palace in the United States? ,Hawaii,10.751,W,521.498,4.614,5.14,10.753,19.903,608.5246607,3.389230711,12.38865385,1
2542,19,2,1,2,57,834,"Which animal's poison could kill up to 2,200 people? ",Poison-arrow frog,4.531,W,544.824,3.6,4.139,4.534,12.678,608.5246607,3.043735982,12.38865385,0
2543,19,2,1,2,58,364,"What bulb vegetable is traditionally worn on Saint David's Day, as it is a national symbol of Wales?",The Leek ,11.077,K,560.575,5.193,5.724,0.341,6.575,608.5246607,1.369691377,12.38865385,1
2544,19,2,1,2,59,710,What U.S. state's civil law is most closely based on the Napoleonic Code?  ,Louisiana's,68.112,S,568.568,3.84,4.371,35.062,39.944,608.5246607,1.448419326,12.38865385,NA
2545,19,1,1,3,60,3,Don't Stand So Close to Me by the Police was inspired by what literary work?,Lolita by Vladimir Nabokov,0.597,W,0.034,6.165,6.691,0.6,11.309,600.6013711,3.714251277,7.953129032,0
2546,19,1,1,3,61,108,Ida May Fuller was the first U.S. citizen to receive a check for what?,Social Security,11.533,W,15.101,4.787,5.322,11.536,20.869,600.6013711,2.891779167,7.953129032,1
2547,19,1,1,3,62,761,"What Washington Wizards All-Star still bears the misplaced ""w"" in his name from a birth certificate typo?",Antawn Jamison ,2.805,S,38.894,6.746,7.274,1.128,8.91,600.6013711,2.132674102,7.953129032,NA
2548,19,1,1,3,63,285,"The world's first ""sister cities"" were what Spanish city and its midwestern namesake?",Toledo,6.39,W,49.972,5.027,5.556,6.393,15.964,600.6013711,1.542235222,7.953129032,1
2549,19,1,1,3,64,380,What civil rights leader did Dorothy Parker leave the bulk of her estate to?,Martin Luther King Jr. ,15.126,W,67.509,3.939,4.472,15.129,23.606,600.6013711,2.944664948,7.953129032,1
2550,19,1,1,3,65,844,"Which British novelist said, ""Fame is a powerful aphrodisiac""?",Graham Greene,4.178,W,94.088,4.832,5.355,4.181,13.543,600.6013711,1.125826552,7.953129032,1
2551,19,1,1,3,66,784,What's the more common name for the retinal scotoma caused by the optic nerve? ,Your blind spot,17.355,W,108.788,7.844,8.376,17.358,29.746,600.6013711,2.477622227,7.953129032,1
2552,19,1,1,3,67,397,What country borders both of the world's only two nations with square flags? ,Italy ,9.742,S,141.04,6.601,7.124,0.292,7.926,600.6013711,3.781920822,7.953129032,NA
2553,19,1,1,3,68,795,What's the only country to have hosted a Summer Olympics in which it didn't win a single medal?   ,Canada,7.4,W,152.803,4.981,5.505,7.403,16.915,600.6013711,3.976649563,7.953129032,1
2554,19,1,1,3,69,718,What was developed thanks to Christian Hulsmeyer's 1904 invention of the telemobiloscope?  ,Radar,10.015,S,173.726,4.106,4.639,3.748,8.893,600.6013711,3.113411479,7.953129032,NA
2555,19,1,1,3,70,181,"James Bond works for M, but what single initial is used for the real-life director of Britain's MI6?",C,8.575,W,185.773,8.611,9.143,8.578,21.737,600.6013711,1.436762724,7.953129032,1
2556,19,1,1,3,71,812,Where did the Beagle 2 crash and disappear on Christmas Day 2003?  ,Mars,4.576,W,208.982,4.29,4.821,4.579,13.411,600.6013711,1.651287363,7.953129032,1
2557,19,1,1,3,72,497,What is an esker? ,A glacial ridge,18.346,S,224.081,2.023,2.553,3.798,6.857,600.6013711,3.74388355,7.953129032,NA
2558,19,1,1,3,73,719,What was first made by suspending paraffin in a solution of water and antifreeze? ,Lava lamp ,19.819,W,234.71,6.722,7.258,19.822,31.097,600.6013711,2.623961979,7.953129032,0
2559,19,1,1,3,74,400,"What country launched Europe's first super-high-speed passenger train, in 1981?",France,9.804,W,268.463,7.449,7.976,9.807,21.788,600.6013711,1.477327766,7.953129032,1
2560,19,1,1,3,75,187,Ninety percent of the world's true cinnamon comes from what island nation? ,Sri Lanka,9.006,W,291.756,5.06,5.59,9.009,18.618,600.6013711,1.137126218,7.953129032,1
2561,19,1,1,3,76,661,What slightly hallucinogenic spice did Malcolm X use to get high while in prison? ,Nutmeg,1.921,W,311.545,6.383,6.907,1.924,12.844,600.6013711,1.404150464,7.953129032,1
2562,19,1,1,3,77,208,"Pink Floyd's ""Chapter 24"" was inspired by what literary work?",The I Ching,13.401,W,325.827,3.565,4.087,13.404,21.503,600.6013711,1.787919711,7.953129032,0
2563,19,1,1,3,78,944,Who provided the voice for cartoon character Inspector Gadget? ,Don Adams,0.172,W,349.153,3.367,3.904,0.175,8.089,600.6013711,2.133896714,7.953129032,0
2564,19,1,1,3,79,547,What is the surgical knife called an izmel used for? ,The circumcision at a bris ,17.379,W,359.414,5.538,6.073,17.382,27.461,600.6013711,1.627495149,7.953129032,1
2565,19,1,1,3,80,24,"According to Thomas Malory, Sir Bedivere's last knightly act was to return what to a lake?",Excalibur,5.871,S,388.529,5.367,5.89,2.037,8.444,600.6013711,3.127878442,7.953129032,NA
2566,19,1,1,3,81,85,Greeks consider which day of the week the unluckiest because it is the day that Constantinople fell in 1453? ,Tuesday,14.573,W,400.142,4.546,5.073,14.576,23.657,600.6013711,1.763809718,7.953129032,1
2567,19,1,1,3,82,488,"What invisible ""color"" can bees see on flower petals?  ",Bee purple ,1.737,W,425.603,5.724,6.257,1.74,12.01,600.6013711,3.296226594,7.953129032,1
2568,19,1,1,3,83,857,Which country has the most public libraries?  ,Russia,5.587,W,440.954,3.646,4.17,5.59,13.778,600.6013711,2.836231989,7.953129032,1
2569,19,1,1,3,84,210,Prime Minister Lester Pearson won the Nobel Peace Prize for defusing what world crisis?,The Suez Crisis,13.416,W,457.605,6.722,7.259,13.419,24.691,600.6013711,2.190615163,7.953129032,1
2570,19,1,1,3,85,422,What does a screever do on a sidewalk? ,Draw,6.33,S,484.519,3.721,4.255,2.595,7.359,600.6013711,1.45240294,7.953129032,NA
2571,19,1,1,3,86,816,Where is Jacques Plante's name misspelled five of the six times it appears? ,The Stanley Cup ,1.737,W,493.378,5.374,5.907,1.74,11.659,600.6013711,1.995791934,7.953129032,1
2572,19,1,1,3,87,631,"What port, its state's largest city, is nicknamed the Brick City? ","Newark, NJ ",15.267,W,507.076,5.748,6.274,15.27,25.559,600.6013711,2.942537795,7.953129032,1
2573,19,1,1,3,88,882,Which of Henry VIII's wives is buried next to him?  ,Jane Seymour ,13.721,W,535.608,6.568,7.092,13.724,24.824,600.6013711,3.509542302,7.953129032,1
2574,19,1,1,3,89,802,"What's the only TV show to top the Nielsen ratings five seasons in a row, from 1972 to 1976?  ",All in the Family ,8.601,S,563.973,3.715,4.238,0.997,5.739,600.6013711,1.730699111,7.953129032,NA
2575,19,1,1,3,90,38,A umiak is a larger version of what? ,Kayak,18.611,W,571.481,3.359,3.888,18.613,26.509,600.6013711,2.590151751,7.953129032,1
2576,19,2,1,4,91,406,What current branch of the U.S. military was a corps of only 50 soldiers when World War I broke out?,The U.S. Air Force,2.408,W,0.022,5.274,5.806,2.411,12.227,602.4052825,2.574730555,10.2677037,1
2577,19,2,1,4,92,554,What island in Manila Bay was the site of a famous 1942 siege?  ,Corregidor,52.888,S,14.856,6.136,6.674,0.942,8.126,602.4052825,1.701892739,10.2677037,NA
2578,19,2,1,4,93,979,"Who's the only character in ""Peter and the Wolf"" represented by a brass instrument?",The wolf (french horn),8.753,W,24.732,4.62,5.156,8.757,17.933,602.4052825,3.265631241,10.2677037,1
2579,19,2,1,4,94,436,"What event was won by the same team the first twenty-five times it was held, from 1851 to 1983?  ",The America's Cup ,3.018,NA,45.973,NA,NA,NA,NA,602.4052825,1.727294857,10.2677037,NA
2580,19,2,1,4,95,871,What is the only cat that cannot retract its claws? ,Cheetah,0.913,W,58.787,3.511,4.039,0.916,8.973,602.4052825,1.429858331,10.2677037,1
2581,19,2,1,4,96,925,Who invented condensed milk in 1856? ,"Gail Borden, Jr. ",24.417,S,69.232,1.936,2.47,7.41,10.395,602.4052825,2.210432914,10.2677037,NA
2582,19,2,1,4,97,13,A causeway lined with hundreds of sphinxes once connected Karnak to what other great Egyptian temple?,Luxor,1.956,W,81.879,5.977,6.507,1.959,12.477,602.4052825,3.063599482,10.2677037,0
2583,19,2,1,4,98,376,What city has the only drive-thru post office in the world? ,Chicago,2.484,W,97.463,3.921,4.455,2.487,10.958,602.4052825,2.7845036,10.2677037,1
2584,19,2,1,4,99,602,What New York country club lent its name to the kind of dinner jacket first worn there in 1886?  ,Tuxedo Club ,33.519,S,111.245,6.675,7.207,6.347,14.066,602.4052825,2.685226198,10.2677037,NA
2585,19,2,1,4,100,787,What's the most populous city in the Southern Hemisphere?,Sao Paulo,18.982,W,128.047,4.729,5.256,18.985,28.261,602.4052825,3.629129197,10.2677037,1
2586,19,2,1,4,101,432,What English word comes from the name of a hot spring in Iceland's Haukadalur valley? ,Geyser,22.891,W,159.965,4.595,5.123,22.894,32.033,602.4052825,2.155183739,10.2677037,1
2587,19,2,1,4,102,850,Which chess piece was originally called 'the elephant'? ,The bishop,6.558,W,194.186,4.398,4.922,6.561,15.498,602.4052825,3.378609163,10.2677037,1
2588,19,2,1,4,103,971,Who was the only U.S. president to have been married in the White House? ,Grover Cleveland ,0.894,W,213.091,5.997,6.524,0.897,11.425,602.4052825,1.871270629,10.2677037,0
2589,19,2,1,4,104,903,"Which Yellowstone geyser, with eruptions 100 fee taller than Old Faithful's, is the world's tallest?",Steamboat Geyser,17.147,S,226.422,6.33,6.858,7.144,14.516,602.4052825,3.02979541,10.2677037,NA
2590,19,2,1,4,105,807,"When asked to define ""cool,"" what two words did James Brown use? ",James Brown,7.719,W,244.008,9.855,10.378,7.722,22.12,602.4052825,2.153504507,10.2677037,1
2591,19,2,1,4,106,941,Who outgrew a childhood chlorine allergy to become the biggest Olympic medal winner in Australian history? ,Ian Thorpe ,1.472,W,268.318,8.05,8.577,1.475,14.063,602.4052825,1.578665777,10.2677037,0
2592,19,2,1,4,107,734,What was the first English play to be written especially for children? ,Peter Pan ,4.027,W,284.002,4.117,4.655,4.03,12.694,602.4052825,2.669054513,10.2677037,1
2593,19,2,1,4,108,260,The Italian government regulates the price of what beverage?,Espresso,29.411,W,299.402,3.342,3.871,29.414,37.305,602.4052825,2.121870072,10.2677037,1
2594,19,2,1,4,109,409,What did Coleco name its 1983 home computer in the hope that it would take a bite out of Apple's sales?,Adam,5.616,S,338.862,8.578,9.11,2.323,11.948,602.4052825,2.155762655,10.2677037,NA
2595,19,2,1,4,110,779,"What's sometimes called a ""licking stick"" or a ""tin sandwich""?  ",Harmonica,0.707,W,353.012,6.396,6.925,0.71,11.642,602.4052825,2.617224051,10.2677037,1
2596,19,2,1,4,111,545,What is the second oldest continuously held American sporting event?  ,Westminster Kennel Club dog show ,10.355,W,367.311,4.889,5.423,10.358,19.801,602.4052825,1.342264723,10.2677037,0
2597,19,2,1,4,112,492,What is a female donkey called?,A jenny ,32.683,W,388.484,2.812,3.337,32.686,40.041,602.4052825,1.113285217,10.2677037,1
2598,19,2,1,4,113,237,"The average male spends 2,965 hours doing what over the course of his lifetime?",Shaving,4.531,W,429.68,8.24,8.776,4.534,17.316,602.4052825,1.09978769,10.2677037,1
2599,19,2,1,4,114,821,Where would you find the countries of Qumar and Equatorial Kundu? ,On TV's The West Wing ,0.377,W,448.133,6.811,7.342,0.38,11.726,602.4052825,1.527618584,10.2677037,1
2600,19,2,1,4,115,521,What is the most sober school according to The Princeton Review? ,Brigham Young University,26.941,W,461.414,4.938,5.474,26.944,36.438,602.4052825,1.51336011,10.2677037,1
